Date,Hour,Time of Day,Channel,Service Type,Ad Spend,Conversions,Revenue,Customer Type
2024-06-04,20,Evening,Phone,Basic,33.79,3,189.63,Returning
2024-06-07,13,Afternoon,Online,Basic,24.93,2,117.79,New
2024-09-11,15,Afternoon,Online,Premium,38.07,0,0,Returning
2024-06-11,18,Evening,Social Media,Premium,11.72,3,52.47,Returning
2025-01-30,19,Evening,Online,Basic,66.57,3,434.59,Returning
2025-03-12,21,Night,Walk-in,Premium,28.38,1,66.1,Returning
2025-03-08,9,Morning,Social Media,Deluxe,66.61,1,99.91,Returning
2025-03-26,11,Morning,Online,Basic,86.18,2,198.96,Returning
2024-12-26,14,Afternoon,Phone,Premium,54.63,2,242.47,Returning
2024-09-26,14,Afternoon,Online,Basic,83.88,2,406.81,New
2025-02-06,15,Afternoon,Online,Deluxe,22.97,1,36.82,New
2024-12-31,9,Morning,Social Media,Premium,69.51,2,343.01,Returning
2024-11-09,12,Afternoon,Walk-in,Basic,76.18,5,545.51,New
2024-09-08,20,Evening,Phone,Deluxe,74.39,4,399.11,New
2025-01-09,12,Afternoon,Walk-in,Premium,8.74,0,0,Returning
2024-07-03,10,Morning,Online,Deluxe,75.09,1,114.76,New
2024-07-18,15,Afternoon,Walk-in,Deluxe,8.81,4,57.61,Returning
2024-09-24,13,Afternoon,Phone,Basic,9.29,5,85.22,New
2025-02-21,15,Afternoon,Online,Basic,52.2,3,237.61,New
2024-10-15,15,Afternoon,Social Media,Basic,59.26,1,67.33,Returning
2024-11-26,14,Afternoon,Phone,Basic,14.06,1,24.92,New
2025-04-16,19,Evening,Social Media,Basic,91.43,1,150.13,Returning
2025-01-27,17,Evening,Online,Premium,17.99,2,73.89,New
2025-04-25,20,Evening,Online,Deluxe,92.91,0,0,Returning
2025-04-28,20,Evening,Online,Premium,49.45,4,395.77,New
2024-08-02,13,Afternoon,Walk-in,Deluxe,19.4,3,88.85,Returning
2024-12-27,19,Evening,Walk-in,Deluxe,35.49,6,328.81,New
2024-10-23,14,Afternoon,Phone,Deluxe,42.56,1,87.37,Returning
2024-09-09,12,Afternoon,Walk-in,Deluxe,66.82,1,66.18,Returning
2024-06-20,13,Afternoon,Walk-in,Premium,45.91,4,425.39,Returning
2024-09-27,14,Afternoon,Online,Deluxe,74.65,1,156.52,Returning
2024-08-07,20,Evening,Walk-in,Deluxe,88.23,2,175.09,Returning
2024-07-27,10,Morning,Phone,Basic,88.23,6,571.85,New
2024-12-04,21,Night,Walk-in,Deluxe,63.67,3,419.55,New
2025-04-30,17,Evening,Walk-in,Basic,17.36,4,162.82,Returning
2024-10-29,11,Morning,Walk-in,Premium,6.76,4,63.91,Returning
2025-04-16,17,Evening,Phone,Premium,60.62,6,498.27,Returning
2024-07-10,9,Morning,Social Media,Deluxe,95.24,1,209.7,New
2024-07-16,8,Morning,Online,Premium,17.7,4,123.48,New
2025-01-21,10,Morning,Phone,Premium,39.87,4,280.44,Returning
2025-01-06,8,Morning,Online,Deluxe,64.07,3,266.76,Returning
2024-06-15,20,Evening,Online,Basic,14.24,2,55.47,Returning
2024-10-24,13,Afternoon,Phone,Deluxe,63.82,1,111.23,Returning
2024-06-13,13,Afternoon,Online,Basic,39.33,2,162.04,New
2024-11-22,18,Evening,Phone,Premium,87.1,2,288.69,New
2024-05-09,11,Morning,Online,Premium,11.69,2,55.06,Returning
2025-01-12,12,Afternoon,Online,Deluxe,32.3,2,144.99,New
2025-01-18,12,Afternoon,Online,Deluxe,74.41,1,127.55,New
2025-04-24,9,Morning,Walk-in,Basic,17.17,5,123.83,New
2024-10-14,11,Morning,Online,Deluxe,77.91,7,1105.25,Returning
2024-05-07,20,Evening,Walk-in,Premium,50.57,7,694.3,Returning
2024-12-08,18,Evening,Phone,Premium,88.39,6,682.01,New
2024-10-07,15,Afternoon,Social Media,Basic,57.71,3,373.02,New
2025-04-22,13,Afternoon,Walk-in,Premium,71.84,1,135.64,New
2025-04-28,13,Afternoon,Social Media,Premium,37.56,3,160.3,Returning
2025-01-19,21,Night,Phone,Deluxe,24.32,2,51.69,New
2024-07-30,11,Morning,Online,Deluxe,85.33,2,260.01,Returning
2024-05-23,13,Afternoon,Online,Premium,81.88,5,352.43,New
2024-06-08,15,Afternoon,Online,Deluxe,72.95,4,252.83,New
2024-12-14,17,Evening,Walk-in,Deluxe,25.41,3,65.69,New
2024-10-24,13,Afternoon,Walk-in,Deluxe,43.9,3,108.22,Returning
2024-11-21,12,Afternoon,Walk-in,Premium,23.94,2,113.22,New
2025-01-11,14,Afternoon,Walk-in,Premium,31.61,4,138.04,Returning
2024-10-29,18,Evening,Online,Deluxe,22.52,0,0,Returning
2024-10-10,16,Afternoon,Walk-in,Deluxe,13.77,4,85.92,New
2024-05-08,15,Afternoon,Phone,Basic,40.33,1,52.23,New
2025-02-21,19,Evening,Walk-in,Deluxe,20.03,3,85.04,New
2024-09-13,11,Morning,Social Media,Premium,99.6,2,215.11,New
2025-03-29,17,Evening,Phone,Deluxe,79.27,2,141.07,Returning
2025-01-02,17,Evening,Walk-in,Basic,10.79,2,30.67,New
2024-07-15,20,Evening,Social Media,Basic,42.24,4,412.53,New
2024-11-02,17,Evening,Phone,Basic,87.15,6,1207.53,Returning
2025-02-24,19,Evening,Online,Deluxe,34.24,0,0,New
2025-02-28,18,Evening,Online,Basic,79.65,0,0,Returning
2024-12-23,20,Evening,Walk-in,Premium,86.71,2,233.29,New
2025-01-18,11,Morning,Online,Basic,76,4,698.34,Returning
2024-07-22,13,Afternoon,Online,Deluxe,8.2,3,48.03,New
2025-01-25,20,Evening,Online,Premium,23.63,3,159.83,New
2024-05-14,13,Afternoon,Online,Basic,39.11,2,66.89,New
2024-07-26,14,Afternoon,Phone,Premium,84.03,3,227.83,Returning
2024-05-22,14,Afternoon,Online,Deluxe,39.66,2,77.88,Returning
2024-08-11,13,Afternoon,Walk-in,Premium,90.26,4,750.49,New
2024-07-26,19,Evening,Online,Deluxe,84.28,2,397.22,New
2025-01-02,8,Morning,Walk-in,Basic,19.12,1,28.74,Returning
2024-08-29,15,Afternoon,Phone,Deluxe,67.12,3,207.58,Returning
2024-10-07,12,Afternoon,Phone,Deluxe,96.73,1,149.22,Returning
2024-08-20,15,Afternoon,Social Media,Premium,35.95,5,448.11,Returning
2025-02-05,15,Afternoon,Online,Basic,8.85,6,55,New
2024-11-17,17,Evening,Phone,Premium,71.83,4,472.71,Returning
2024-10-08,9,Morning,Phone,Premium,68.62,3,507.11,New
2024-11-17,21,Night,Online,Premium,89.68,3,438.68,Returning
2025-03-08,21,Night,Phone,Deluxe,94.4,3,444.51,Returning
2024-06-13,11,Morning,Walk-in,Premium,48.32,4,430.27,Returning
2024-10-03,12,Afternoon,Phone,Premium,34.11,4,283.13,New
2024-06-25,19,Evening,Phone,Premium,84.25,1,186.9,Returning
2024-08-31,13,Afternoon,Walk-in,Basic,96.98,1,232.17,New
2024-09-18,16,Afternoon,Walk-in,Basic,43.87,3,149.97,New
2025-01-17,10,Morning,Walk-in,Premium,71.8,0,0,Returning
2025-04-09,20,Evening,Online,Basic,83.07,1,155.05,New
2025-01-03,19,Evening,Phone,Deluxe,56.53,1,120.99,New
2024-12-20,9,Morning,Phone,Premium,51.89,4,420.14,New
2025-04-23,11,Morning,Walk-in,Premium,74.03,5,776.46,New
2025-04-25,21,Night,Walk-in,Premium,88.29,1,89.32,New
2024-05-11,15,Afternoon,Online,Deluxe,93.78,2,231.09,New
2024-11-27,21,Night,Phone,Basic,42.69,6,609.17,Returning
2024-08-27,14,Afternoon,Walk-in,Premium,68.08,2,155.34,Returning
2024-06-01,18,Evening,Walk-in,Basic,22.8,3,62.41,Returning
2024-08-24,12,Afternoon,Walk-in,Premium,79.31,1,88.32,Returning
2024-10-09,10,Morning,Social Media,Deluxe,6.3,2,13.26,New
2024-12-14,8,Morning,Phone,Premium,95.52,4,650.45,Returning
2025-02-08,11,Morning,Online,Premium,91.57,1,117.66,New
2024-07-07,15,Afternoon,Walk-in,Premium,18.27,1,27.76,Returning
2024-11-26,8,Morning,Social Media,Deluxe,6.24,3,34.19,Returning
2024-07-15,20,Evening,Online,Basic,18.86,7,244.9,Returning
2024-11-25,13,Afternoon,Walk-in,Basic,52.38,3,379.14,Returning
2024-08-11,17,Evening,Social Media,Premium,8.86,5,36.69,Returning
2024-08-05,18,Evening,Online,Premium,33.65,1,59.31,Returning
2024-08-11,9,Morning,Walk-in,Basic,33.48,2,108.14,Returning
2025-01-04,8,Morning,Walk-in,Deluxe,60.76,3,427.51,New
2024-05-22,12,Afternoon,Online,Deluxe,68.31,2,266.02,New
2024-06-12,12,Afternoon,Phone,Basic,17.31,5,105.32,Returning
2024-11-04,17,Evening,Online,Basic,20.92,5,199.08,New
2025-04-12,18,Evening,Walk-in,Premium,77.12,3,187.09,New
2024-05-06,21,Night,Online,Premium,76.94,2,146.38,New
2025-02-01,11,Morning,Online,Deluxe,80.7,2,314.63,Returning
2025-01-22,12,Afternoon,Phone,Basic,20.77,3,84.97,Returning
2024-08-02,21,Night,Online,Premium,62.62,0,0,New
2025-02-27,17,Evening,Online,Deluxe,42.77,0,0,New
2024-08-16,18,Evening,Walk-in,Basic,19.59,8,181.99,Returning
2024-05-18,13,Afternoon,Phone,Basic,40.77,3,131.43,Returning
2024-11-08,8,Morning,Walk-in,Premium,18.99,3,78.47,Returning
2025-04-03,9,Morning,Walk-in,Deluxe,24.86,1,42.47,New
2025-03-16,9,Morning,Online,Premium,61.75,3,177.34,New
2025-01-29,11,Morning,Phone,Premium,50.93,5,556.49,Returning
2025-03-19,14,Afternoon,Walk-in,Premium,59.54,5,399.69,New
2024-07-19,12,Afternoon,Walk-in,Deluxe,63.04,2,307.14,Returning
2025-02-09,8,Morning,Online,Basic,17.31,5,204.04,New
2024-11-14,11,Morning,Online,Premium,85.55,6,1047.62,New
2025-03-03,13,Afternoon,Walk-in,Premium,81.47,1,188.73,New
2025-03-12,9,Morning,Online,Premium,70.08,2,283.05,Returning
2025-02-11,20,Evening,Walk-in,Basic,73.73,5,370.68,New
2024-06-20,15,Afternoon,Walk-in,Basic,11.99,2,21.94,New
2024-08-02,15,Afternoon,Online,Deluxe,29.76,6,162.95,New
2025-04-17,10,Morning,Online,Premium,28.63,7,391.51,New
2024-05-20,11,Morning,Social Media,Deluxe,7.96,3,38.24,New
2024-06-21,21,Night,Phone,Deluxe,14.57,2,69.74,New
2024-06-11,13,Afternoon,Walk-in,Premium,30.09,4,118.79,Returning
2024-08-04,20,Evening,Walk-in,Deluxe,84.74,4,562.49,New
2024-08-10,12,Afternoon,Phone,Basic,63.42,5,654.11,Returning
2025-03-25,17,Evening,Phone,Premium,6.52,2,29.79,New
2024-06-01,10,Morning,Online,Deluxe,99.35,4,896.5,New
2024-08-22,13,Afternoon,Online,Basic,41.01,0,0,Returning
2024-05-12,18,Evening,Online,Premium,38.59,2,76.45,Returning
2024-12-05,21,Night,Phone,Premium,98.23,3,586.42,Returning
2025-03-06,10,Morning,Phone,Premium,15.24,2,37.51,Returning
2024-07-01,16,Afternoon,Walk-in,Basic,39.02,5,284.42,New
2025-01-17,9,Morning,Online,Deluxe,22.68,2,54.65,New
2024-11-09,20,Evening,Online,Premium,20.24,6,291.89,New
2024-08-18,10,Morning,Walk-in,Premium,52.94,1,92.6,Returning
2024-05-09,16,Afternoon,Phone,Premium,89.49,2,323.29,New
2025-01-17,14,Afternoon,Walk-in,Deluxe,21.54,3,105.43,Returning
2024-12-03,20,Evening,Online,Premium,13.16,0,0,New
2024-08-20,21,Night,Phone,Basic,52.06,4,467.17,New
2025-01-07,20,Evening,Walk-in,Basic,14.64,2,25.85,Returning
2024-11-06,8,Morning,Online,Premium,9.64,1,15.89,New
2024-08-24,15,Afternoon,Online,Deluxe,88.44,7,1029.87,Returning
2025-02-19,8,Morning,Phone,Basic,53.76,3,273.32,New
2025-04-20,19,Evening,Online,Deluxe,97.27,2,471.96,New
2024-12-28,16,Afternoon,Walk-in,Basic,10.95,1,21.58,New
2024-12-21,21,Night,Walk-in,Basic,72.33,4,639.57,Returning
2025-01-13,14,Afternoon,Phone,Deluxe,69.63,3,214.53,New
2024-12-22,17,Evening,Online,Premium,95.2,1,165.19,New
2024-09-09,8,Morning,Online,Premium,83.94,5,975.04,New
2025-03-15,19,Evening,Online,Basic,68.88,1,61.97,New
2025-01-14,10,Morning,Social Media,Premium,33.13,0,0,New
2025-02-11,20,Evening,Online,Premium,89.28,3,602.61,Returning
2025-03-20,20,Evening,Online,Basic,69.48,4,575.74,Returning
2025-04-22,9,Morning,Online,Deluxe,11.39,4,92.21,Returning
2024-06-20,11,Morning,Social Media,Deluxe,92.43,3,581.33,Returning
2024-06-30,13,Afternoon,Walk-in,Deluxe,17.3,6,129.38,Returning
2024-09-19,20,Evening,Walk-in,Premium,94.7,5,756.38,Returning
2025-01-20,16,Afternoon,Walk-in,Basic,13.05,2,46.88,Returning
2024-06-29,8,Morning,Walk-in,Basic,36.35,4,337.65,New
2024-08-17,10,Morning,Online,Premium,6.32,3,45.37,New
2025-01-15,15,Afternoon,Online,Premium,56.2,5,303.11,New
2025-03-02,10,Morning,Phone,Basic,72.65,3,220.84,Returning
2024-08-10,14,Afternoon,Walk-in,Basic,38.32,3,240.6,Returning
2024-11-20,19,Evening,Social Media,Basic,90.97,5,917.88,New
2025-04-15,10,Morning,Phone,Premium,62.85,4,294.29,New
2025-02-24,9,Morning,Online,Deluxe,61.59,2,184.24,New
2024-09-09,8,Morning,Online,Basic,64.21,3,250.34,Returning
2024-05-10,12,Afternoon,Online,Deluxe,65.72,1,91.88,Returning
2024-05-27,10,Morning,Phone,Premium,31.46,8,215.64,Returning
2025-04-24,10,Morning,Phone,Premium,57.58,2,197.54,New
2024-11-14,8,Morning,Online,Deluxe,75.83,1,105.33,New
2025-04-24,17,Evening,Walk-in,Deluxe,99.11,1,166.2,Returning
2024-10-17,20,Evening,Walk-in,Basic,45.23,2,124.69,Returning
2025-04-08,14,Afternoon,Walk-in,Premium,50.3,5,573.19,New
2025-02-17,9,Morning,Social Media,Basic,7.35,2,24.31,New
2024-09-17,16,Afternoon,Online,Deluxe,81.42,6,702.33,Returning
2024-12-26,12,Afternoon,Walk-in,Basic,31.1,4,261.97,New
2024-05-23,15,Afternoon,Social Media,Deluxe,32.16,4,199.79,New
2025-04-27,12,Afternoon,Online,Premium,8.75,1,9.89,Returning
2025-01-14,8,Morning,Walk-in,Premium,41.07,2,67.26,New
2025-04-05,20,Evening,Phone,Basic,12.24,4,70.63,Returning
2025-01-07,13,Afternoon,Phone,Deluxe,29.97,0,0,New
2025-03-25,12,Afternoon,Walk-in,Premium,43.01,3,146.81,New
2024-07-10,17,Evening,Phone,Premium,36.42,7,396.03,Returning
2024-11-19,18,Evening,Online,Premium,68.48,2,171.91,Returning
2024-08-31,15,Afternoon,Social Media,Deluxe,56.11,1,90.25,New
2024-10-22,8,Morning,Online,Premium,11.4,5,55.62,Returning
2025-03-23,16,Afternoon,Online,Premium,93.18,8,1139.58,New
2024-11-30,19,Evening,Walk-in,Deluxe,15.98,2,37.79,Returning
2025-01-10,21,Night,Walk-in,Premium,8.87,2,32.91,Returning
2024-08-25,21,Night,Social Media,Basic,48.86,4,285.31,Returning
2024-12-01,21,Night,Walk-in,Premium,32.47,1,37.03,New
2024-09-08,14,Afternoon,Online,Premium,17.73,3,130.75,Returning
2024-11-04,15,Afternoon,Online,Basic,16.71,3,114.18,Returning
2024-10-23,18,Evening,Walk-in,Deluxe,40.86,4,199.8,New
2025-02-27,18,Evening,Online,Basic,90.64,2,231.68,New
2024-08-30,14,Afternoon,Walk-in,Basic,7.38,2,32.72,New
2024-12-02,20,Evening,Phone,Basic,18.44,6,241.26,New
2024-10-29,13,Afternoon,Online,Basic,82.03,6,664.11,Returning
2024-08-14,10,Morning,Online,Basic,9.26,2,22.86,Returning
2025-04-18,16,Afternoon,Social Media,Premium,74.38,4,604.9,Returning
2024-09-26,19,Evening,Social Media,Deluxe,73.65,3,350.65,Returning
2025-02-12,19,Evening,Phone,Premium,43.5,3,204.92,Returning
2025-02-25,21,Night,Online,Basic,67.92,3,220.72,Returning
2025-04-25,21,Night,Online,Premium,5.45,2,17.11,New
2024-05-19,10,Morning,Social Media,Basic,47.1,3,206.01,Returning
2024-11-12,17,Evening,Social Media,Deluxe,70.67,4,646.76,Returning
2024-05-30,12,Afternoon,Social Media,Deluxe,27.69,1,27.69,Returning
2025-02-20,20,Evening,Phone,Premium,59.89,3,292.67,Returning
2025-01-18,16,Afternoon,Online,Deluxe,91.24,5,562.14,New
2024-10-19,9,Morning,Online,Basic,82.67,6,424,Returning
2024-08-31,14,Afternoon,Phone,Premium,85.75,4,537.89,New
2024-12-19,9,Morning,Walk-in,Deluxe,77.86,3,291.84,New
2024-05-01,12,Afternoon,Online,Deluxe,37.67,5,337.65,Returning
2024-12-03,12,Afternoon,Online,Deluxe,14.17,3,53.57,Returning
2024-11-30,16,Afternoon,Phone,Premium,20.26,2,45.33,Returning
2024-05-29,12,Afternoon,Phone,Deluxe,50.72,5,286.36,Returning
2024-12-01,20,Evening,Online,Basic,79.29,9,1477.32,Returning
2024-09-07,20,Evening,Walk-in,Premium,45.41,2,118.21,Returning
2024-10-17,20,Evening,Phone,Premium,69.94,4,241.84,New
2025-01-01,15,Afternoon,Online,Deluxe,55.42,2,208.7,New
2024-05-09,17,Evening,Phone,Deluxe,56.81,3,406.01,New
2024-10-20,11,Morning,Phone,Premium,79.06,0,0,New
2024-07-07,15,Afternoon,Phone,Basic,79.54,5,732.56,New
2024-11-22,14,Afternoon,Walk-in,Premium,9.4,0,0,Returning
2024-05-26,21,Night,Phone,Deluxe,39.3,3,221.12,New
2024-06-21,9,Morning,Online,Premium,62.03,2,128.43,Returning
2024-12-23,19,Evening,Phone,Premium,86.3,6,530.57,New
2025-01-12,14,Afternoon,Online,Deluxe,22.59,3,105.17,New
2025-03-23,12,Afternoon,Online,Premium,42.01,4,201.97,New
2024-05-30,14,Afternoon,Online,Basic,33.12,1,52.65,New
2025-03-06,20,Evening,Online,Premium,96.55,3,391.45,New
2025-01-13,11,Morning,Online,Basic,11.63,4,104.45,New
2025-03-23,20,Evening,Online,Basic,41.32,0,0,New
2025-02-16,20,Evening,Online,Deluxe,75.55,4,607.77,Returning
2025-02-08,8,Morning,Walk-in,Deluxe,46.09,2,175.41,Returning
2024-07-20,20,Evening,Walk-in,Deluxe,10.02,2,41.48,Returning
2024-12-29,19,Evening,Phone,Deluxe,67.9,2,209.31,New
2025-02-05,8,Morning,Phone,Basic,30.97,4,281.76,New
2025-03-19,15,Afternoon,Walk-in,Basic,46.08,3,227.47,Returning
2024-07-07,20,Evening,Online,Basic,60.5,2,123.39,New
2025-04-10,16,Afternoon,Online,Basic,41.72,1,91.64,New
2024-05-29,21,Night,Online,Basic,24.63,4,229.63,Returning
2025-01-02,15,Afternoon,Social Media,Premium,56.96,3,164.95,Returning
2025-04-25,12,Afternoon,Walk-in,Premium,29.22,2,86.95,New
2025-02-14,21,Night,Phone,Deluxe,9.56,1,20.32,New
2025-01-09,8,Morning,Walk-in,Premium,94.47,5,1100.92,Returning
2024-05-18,19,Evening,Online,Deluxe,19.93,3,61.45,Returning
2024-08-31,14,Afternoon,Online,Deluxe,74.03,6,1108.42,New
2025-03-01,12,Afternoon,Phone,Deluxe,35.86,6,288.06,New
2024-12-27,17,Evening,Online,Basic,58.58,2,205.98,New
2024-11-12,15,Afternoon,Social Media,Basic,60.22,2,124.12,New
2025-03-10,14,Afternoon,Walk-in,Deluxe,60.8,2,194.9,New
2024-07-08,9,Morning,Walk-in,Premium,61.33,1,64.45,New
2025-03-10,11,Morning,Online,Deluxe,58.02,3,352.31,Returning
2024-09-25,15,Afternoon,Online,Deluxe,27.96,3,166.58,New
2024-06-22,19,Evening,Phone,Premium,35.25,4,288.07,New
2025-04-03,10,Morning,Phone,Basic,80.35,4,746.57,New
2025-02-20,15,Afternoon,Phone,Premium,85.53,4,283.98,Returning
2025-02-26,14,Afternoon,Phone,Deluxe,65.98,4,529.26,Returning
2025-01-12,19,Evening,Online,Premium,53.83,4,377.74,New
2025-04-26,19,Evening,Walk-in,Deluxe,16.54,4,64.07,New
2024-09-17,17,Evening,Walk-in,Deluxe,67.38,2,325.94,Returning
2025-02-23,9,Morning,Online,Basic,79.97,4,591.94,Returning
2024-09-05,9,Morning,Online,Premium,50.92,2,248.34,Returning
2025-03-13,20,Evening,Online,Premium,68.62,3,221.13,New
2024-11-29,14,Afternoon,Online,Basic,77.22,4,447.78,Returning
2024-07-03,13,Afternoon,Online,Deluxe,35.61,2,104.93,Returning
2024-11-13,21,Night,Phone,Basic,98.28,5,498.47,New
2025-01-21,10,Morning,Online,Premium,13.58,2,58.06,Returning
2024-08-14,8,Morning,Online,Premium,70.89,1,173.76,Returning
2025-04-21,20,Evening,Phone,Basic,71.66,3,391.83,Returning
2024-05-20,16,Afternoon,Online,Basic,32.34,1,60.81,Returning
2024-09-29,10,Morning,Walk-in,Basic,23.36,3,61.88,Returning
2024-07-04,20,Evening,Online,Premium,61.15,4,360.39,Returning
2024-10-06,16,Afternoon,Online,Basic,50.46,4,167.01,New
2024-05-02,10,Morning,Online,Premium,45.62,3,341.22,Returning
2024-11-01,13,Afternoon,Phone,Deluxe,62.59,1,118.73,Returning
2024-11-09,16,Afternoon,Walk-in,Deluxe,85.61,3,247.09,New
2024-07-16,12,Afternoon,Phone,Basic,95.7,4,809.25,Returning
2024-10-18,17,Evening,Walk-in,Deluxe,43.06,4,410.8,Returning
2024-08-14,14,Afternoon,Social Media,Basic,88.74,4,714.93,New
2025-04-17,18,Evening,Phone,Deluxe,73.93,5,447.98,New
2025-04-30,18,Evening,Walk-in,Deluxe,49.85,4,219.31,New
2024-12-03,8,Morning,Online,Basic,73.72,2,186.23,New
2024-12-12,17,Evening,Walk-in,Premium,67.57,1,133.56,New
2024-09-02,15,Afternoon,Walk-in,Premium,79.66,2,276.67,Returning
2024-11-05,21,Night,Online,Basic,32.39,1,59.53,New
2025-04-20,16,Afternoon,Online,Deluxe,68.96,4,610.07,Returning
2025-04-19,16,Afternoon,Online,Basic,98.35,6,729.85,Returning
2024-07-27,19,Evening,Online,Premium,62.73,4,441.49,Returning
2024-10-05,8,Morning,Phone,Premium,33.37,3,125.91,Returning
2024-07-08,18,Evening,Walk-in,Basic,36.13,1,62.14,New
2024-08-28,17,Evening,Walk-in,Deluxe,47.4,3,326.91,New
2024-07-06,8,Morning,Online,Premium,42.8,3,248,New
2024-09-20,12,Afternoon,Walk-in,Deluxe,7.08,1,16.81,Returning
2024-06-24,12,Afternoon,Online,Deluxe,76.83,4,545.31,New
2024-11-27,9,Morning,Walk-in,Deluxe,21.89,4,199.26,New
2024-12-15,9,Morning,Online,Premium,14.46,4,90.14,Returning
2024-08-09,12,Afternoon,Online,Basic,68.3,1,66.25,Returning
2025-02-09,12,Afternoon,Walk-in,Deluxe,65.93,3,205.44,New
2024-09-04,10,Morning,Online,Premium,96.89,0,0,New
2025-04-29,21,Night,Social Media,Deluxe,90.05,1,134.68,New
2025-01-30,17,Evening,Phone,Deluxe,59.01,6,771.28,New
2025-04-03,21,Night,Online,Premium,48.09,2,147.47,New
2024-08-31,8,Morning,Walk-in,Premium,25.97,1,21.68,New
2024-06-01,10,Morning,Walk-in,Deluxe,92.41,3,255.03,New
2025-04-28,19,Evening,Phone,Premium,17.51,2,79.9,Returning
2024-10-27,21,Night,Walk-in,Premium,75.91,2,222.06,New
2024-06-18,11,Morning,Online,Premium,13.87,4,71.07,Returning
2024-07-01,13,Afternoon,Phone,Basic,76.45,5,904.88,New
2024-11-01,20,Evening,Phone,Deluxe,43.86,4,303.43,New
2024-10-13,15,Afternoon,Walk-in,Deluxe,45.51,3,279.97,Returning
2024-07-14,12,Afternoon,Phone,Premium,10.67,7,160.89,New
2025-03-01,16,Afternoon,Online,Basic,18.03,2,57.94,Returning
2025-03-28,12,Afternoon,Online,Premium,83.21,1,205.7,Returning
2024-11-30,16,Afternoon,Phone,Deluxe,18.65,2,77.12,New
2024-07-24,16,Afternoon,Walk-in,Basic,58.71,2,164.73,New
2024-08-15,19,Evening,Walk-in,Premium,65.42,3,194.9,New
2025-01-28,17,Evening,Walk-in,Deluxe,17.32,4,76.02,New
2024-11-11,18,Evening,Phone,Basic,95.39,3,482,New
2025-01-17,10,Morning,Walk-in,Basic,44.26,4,388.16,Returning
2025-01-12,18,Evening,Phone,Basic,84.39,5,996.43,Returning
2024-08-25,11,Morning,Phone,Premium,9.63,7,106.05,New
2024-07-06,10,Morning,Social Media,Deluxe,56.76,3,271.56,Returning
2024-07-30,10,Morning,Walk-in,Deluxe,35.53,1,86.84,Returning
2024-12-08,19,Evening,Phone,Deluxe,41.69,2,129.24,Returning
2025-04-17,14,Afternoon,Walk-in,Basic,85.25,4,358.64,New
2025-04-08,21,Night,Walk-in,Basic,82.65,3,587.75,New
2024-07-17,21,Night,Walk-in,Deluxe,46.57,2,176.73,Returning
2024-05-21,15,Afternoon,Walk-in,Deluxe,63.25,2,110.8,New
2024-07-25,15,Afternoon,Online,Basic,62.64,2,220.39,New
2024-08-13,19,Evening,Online,Premium,24.1,2,50.18,New
2025-01-10,19,Evening,Phone,Premium,34.95,4,285.17,New
2024-08-10,14,Afternoon,Phone,Premium,74.91,1,127.19,Returning
2025-04-07,19,Evening,Online,Deluxe,79.71,6,1184.07,New
2024-06-11,12,Afternoon,Online,Deluxe,49.67,0,0,New
2024-07-12,12,Afternoon,Online,Deluxe,92.31,3,394.02,New
2025-03-05,21,Night,Phone,Basic,32.31,6,214.81,New
2024-10-30,15,Afternoon,Social Media,Deluxe,99.4,4,562.26,New
2025-02-07,9,Morning,Social Media,Premium,48.28,3,129.85,Returning
2024-05-20,11,Morning,Social Media,Deluxe,57.35,6,622.53,New
2025-02-12,8,Morning,Social Media,Deluxe,79.13,3,328.39,Returning
2025-02-27,15,Afternoon,Online,Basic,98.29,1,152.79,Returning
2024-11-06,17,Evening,Online,Basic,89.45,4,624.75,Returning
2025-02-16,19,Evening,Walk-in,Premium,40.69,3,163.69,New
2024-05-15,9,Morning,Phone,Basic,56.17,6,711.9,Returning
2024-08-31,14,Afternoon,Online,Deluxe,93.56,0,0,New
2025-01-07,21,Night,Online,Premium,97,3,651.55,Returning
2025-04-03,13,Afternoon,Online,Basic,15.69,2,57.51,Returning
2025-02-16,21,Night,Phone,Basic,65.18,3,423.42,Returning
2025-01-03,9,Morning,Walk-in,Basic,67.46,1,63.5,Returning
2024-06-30,9,Morning,Walk-in,Deluxe,74.22,2,213.7,Returning
2024-07-06,13,Afternoon,Walk-in,Basic,41.48,3,239.19,New
2024-11-04,17,Evening,Online,Basic,40.16,2,173.31,Returning
2024-12-12,9,Morning,Phone,Premium,7.65,2,20,New
2025-03-27,15,Afternoon,Social Media,Premium,91.81,2,217.58,Returning
2024-07-10,15,Afternoon,Phone,Premium,13.61,3,41.36,New
2024-09-06,18,Evening,Online,Deluxe,94.95,3,359.14,New
2025-02-17,20,Evening,Walk-in,Deluxe,82.15,4,405.15,New
2024-08-11,14,Afternoon,Phone,Premium,22.15,1,25.84,New
2024-10-12,18,Evening,Online,Premium,45.34,6,659.52,New
2024-06-06,12,Afternoon,Online,Premium,89.16,1,127.25,New
2025-01-10,20,Evening,Phone,Basic,85.35,1,115.85,New
2024-09-08,21,Night,Social Media,Premium,72.1,6,900.25,New
2024-09-05,15,Afternoon,Walk-in,Deluxe,50.5,1,78.75,New
2024-07-03,21,Night,Walk-in,Premium,13.03,4,46.99,Returning
2024-05-13,20,Evening,Online,Deluxe,9.25,3,55.44,New
2025-02-01,13,Afternoon,Online,Deluxe,11.79,3,33.77,Returning
